"","grupoPol","fechaPresentacion","congreso","legislatura","codigo","proponente","grupoParlamentario","Titulo","sumilla","numeroLey","tituloLey","estadoFinal","estadoFinalFecha","comisiones","Lima","CantiCongre","CantiAdh","congresoRec","Semanas"
"9041","",2011-07-06,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4899,"Poder Judicial","","LEY QUE MODIFICA EL ARTICULO 162 DEL CODIGO PENAL, REFERIDO A LA INTERCEPTACION, INTERFERENCIA Y DIFUSION DE COMUNICACIONES PRIVADAS","Se propone tipificar de manera adecuada los delitos de interceptacion, interferencia y difusion de comunicaciones privada, previstos en el articulo 162 del Codigo Penal","","","Decretado a...",2011-06-07,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-4.14285714285714
"9122","Multipartidario",2011-05-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4818,"Congreso","Grupo Parlamentario Nacionalista","LEY QUE MODIFICA EL ARTICULO 3 DE LA LEY 28583, LEY DE REACTIVACION Y PROMOCION DE LA MARINA MERCANTE NACIONAL; Y EL ARTICULO 8 DE LA LEY 29475, LEY QUE MODIFICA LA LEY DE REACTIVACION Y PROMOCION DE LA MARINA MERCANTE NACIONAL","Se propone modificar el articulo 3 de la Ley 28583, Ley de Reactivacion y Promocion de la Marina Mercante Nacional, incluyendo dentro del ambito de aplicacion al cabotaje o el transporte en bahia y demas areas acuaticas navegables del territorio peruano e internacional; y, el articulo 8 de la Ley 29475, Ley que modifica la Ley de Reactivacion y Promocion de la Marina Mercante Nacional, sobre el regimen de importacion de naves y tributario.","","","Dictamen",2011-01-07,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas,Transportes y Comunicaciones","SI",7,0,"2006-2011",-16.8571428571429
"9138","Union por el Peru",2011-04-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4802,"Congreso","Grupo Parlamentario Nacionalista","LEY QUE MODIFICA LOS ARTICULOS 1 DE LAS LEYES 23630 Y 23871, ESTABLECIENDO EL 15% POR CANON Y 5% POR SOBRECANON A LOS HIDROCARBUROS A FAVOR DE LOS DEPARTAMENTO DE PIURA Y TUMBES","Se propone modificar los articulos 1 de las Leyes 23630 y 23871, estableciendo el 15% de la renta que producen la explotacion del petroleo y gas en dichos Departamentos, hasta la extincion total de tales recursos como participacion de la zona que integran los Departamentos de Piura y Tumbes, y elevando en 5% la participacion sobre la renta que produce la explotacion del petroleo y gas.","Ley Nº: 29693","LEY QUE HOMOLOGA EL CANON Y SOBRECANON POR LA EXPLOTACIoN DE PETRoLEO Y GAS EN LOS DEPARTAMENTOS DE PIURA, TUMBES, LORETO, UCAYALI Y EN LA PROVINCIA DE PUERTO INCA DEL DEPARTAMENTO DE HUaNUCO AL CANON A LA EXPLOTACIoN DEL GAS NATURAL Y CONDENSADOS","Publicado El Peruano",2011-02-06,"Economia  Banca  Finanzas e Inteligencia Financiera,Energia y Minas,Presupuesto y Cuenta General de la Republica","SI",6,0,"2006-2011",-11.5714285714286
"9195","Multipartidario",2011-03-17,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4745,"Congreso","Multipartidario","LEY QUE PROTEGE A LOS CONSUMIDORES DEL DIRECCIONAMIENTO EN LA COMPRA DE TEXTOS ESCOLARES","Se propone establecer normas de proteccion de los consumidores frente al direccionamiento en la compra de textos escolares, estableciendo un Sistema Nacional de Evaluacion, Acreditacion y Certificacion de la Calidad de los textos escolares.","Ley Nº: 29694","LEY QUE PROTEGE A LOS CONSUMIDORES DE LAS PRaCTICAS ABUSIVAS EN LA SELECCIoN O ADQUISICIoN DE TEXTOS ESCOLARES","Publicado El Peruano",2011-03-06,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes,Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",9,0,"2006-2011",-1.57142857142857
"9259","",2011-02-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4681,"Poder Ejecutivo","","SISTEMA ELECTRICO DE TRANSPORTE MASIVO/ PRORROGA BENEF. TRIBUTARIOS A ...","Prorroga la vigencia de beneficios tributarios, establecidos por la Ley N° 28253, Ley que declara de necesidad publica a la continuacion de la ejecucion del sistema electrico de transporte masivo de Lima, y Callao, prorrogados mediante el Decreto Legislativo N° 974 y la Ley N° 29190, hasta el 31 de diciembre de 2014.","Ley Nº: 29673","LEY QUE PRORROGA LA VIGEN CIA DE BENEFICIOS TRIBUTARIOS ESTABLECIDOS POR LA LEY 28253, LEY QUE DECLARA DE NECESIDAD PuBLICA LA CONTINUACIoN DE LA EJECUCIoN DEL SISTEMA ELeCTRICO DE TRANSPORTE MASIVO DE LIMA Y CALLAO, PRORROGADOS MEDIANTE EL DECRETO LEGISLATIVO 974 Y LA LEY 29190; Y PRORROGA DISPOSICIONES DE LA LEY  29465","Publicado El Peruano",2011-02-04,"Economia  Banca  Finanzas e Inteligencia Financiera,Transportes y Comunicaciones","",NA,0,"2006-2011",-3
"9333","Grupo Parlamentario Nacionalista",2011-01-13,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4607,"Congreso","Grupo Parlamentario Nacionalista","EMP.AGRARIAS AZUCARERAS.L.29299/GARANTIZA PAGO ACREENCIAS DE..","Propone modificar los articulos 2° y 3° de la Ley N° 29299, Ley de ampliacion de la proteccion patrimonial y transferencia de participacion accionaria del Estado a las Empresas Agrarias Azucareras, garantiza el pago de acreencias laborales y obligaciones con terceros, a cargo de las empresas azucareras acogidas en esta  Ley; y articulo 2° de la Ley N° 29388, sobre plazo y forma de pago del precio de las acciones qque los trabajadores adquieran..","","","Dictamen",2011-01-03,"Economia  Banca  Finanzas e Inteligencia Financiera,Agraria","SI",6,0,"2006-2011",-1.42857142857143
"9340","",2011-01-10,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4600,"Gobiernos Locales","","CAJAMARCA:EXPROPIA PASAJE SAN ROQUE  DPTO....","Propone declarar de necesidad publica la apertura del tramo de pasaje San Roque, en el sector 10 del Barrio San Antonio, de la ciudad de Cajamarca, asi como la expropiacion de 171.41.24 m2 del inmueble ubicado entre los Jirones San Roque, Cinco Esquinas de la ciudad de Cajamarca.","","","Dictamen",2011-01-06,"Vivienda y Construccion","",NA,0,"2006-2011",-0.571428571428571
"9414","Multipartidario",2010-12-01,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4526,"Congreso","Grupo Parlamentario Nacionalista","TRASLADO INSCRIPCION VEHICULOS MENORES L.28325/REGULA EL..","Prorroga el plazo senalado en el parrafo 1.1, hasta el proximo 30 de abril de 2011; y modifica la Ley N° 28325, Ley que regula el traslado de las inscripciones de vehiculos menores y su acervo documentario de las Municipalidades a la SUNARP, sobre la responsabilidad administrativa por parte de los funcionarios o servidores de las municipalidades.","","","Orden del Dia",2010-02-12,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado,Justicia y Derechos Humanos","SI",8,22,"2006-2011",-41.7142857142857
"9422","",2010-11-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4518,"Poder Ejecutivo","","VIAJE PRESIDENCIAL/MAR DEL PLATA,ARGENTINA","Propone autorizar al senor Presidente Constitucional de la Republica, para salir del territorio nacional los dias 3 y 4 de diciembre proximo, con el fin de viajar a Mar del Plata, Republica Argentina, donde se realizara la XX Cumbre Iberoamericana de Jefes de Estado y de Gobierno.","Resolucion Legislativa Nº: 29621","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA PARA SALIR DEL TERRITORIO NACIONAL LOS DiAS 3 Y 4 DE DICIEMBRE DE 2010","Publicado El Peruano",2010-02-12,"","",NA,0,"2006-2011",-41.1428571428571
"9433","Multipartidario",2010-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4507,"Congreso","Multipartidario","UNIVERSITARIA L.23733/OTORGA GRADOS Y TITULOS ESCUELAS PUNO","Incorpora a la Escuela Superior de Formacion Artistica - Puno (ESFA-Puno); Escuela Superior de Formacion Artistica - Juliaca (ESFA-Juliaca); Escuela Superior de Formacion Artistica - Moho (ESFA-Moho) y la Escuela Superior de Formacion Artistica - Pilcuyo (ESFA-Pilcuyo), a la Ley N° 23733, Ley Universitaria.","","","En comision",2010-01-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","NO",12,0,"2006-2011",-45.1428571428571
"9435","",2010-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4505,"Poder Ejecutivo","","PROTOCOLO:COMPLEMENTARIO Y AMPLIATORIO PERU Y BOLIVIA","Propone aprobar el “Protocolo Complementario a los Convenios de Ilo, suscritos entre Bolivia y Peru”, el 19 de octubre de 2010, en la ciudad de Ilo, Republica del Peru.","","","En comision",2010-01-12,"Relaciones Exteriores","",NA,0,"2006-2011",-45.1428571428571
"9436","Multipartidario",2010-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4504,"Congreso","Alianza Nacional","CENTRO ENTRENAMIENTO PESQUERO PAITA/RESTITUYE AUTONOMIA DEL ..","Propone restituir la autonomia del Centro de Entrenamiento Pesquero de Paita, el mismo que mantendra el regimen juridico vigente antes de la entrada en vigencia del D.S. N° 003-2010-PRODUCE.","","","En comision",2010-01-12,"Produccion y Micro y Pequena Empresa y Cooperativas","SI",9,0,"2006-2011",-45.1428571428571
"9437","Multipartidario",2010-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4503,"Congreso","Alianza Nacional","ELECCIONES:L.26859; MODF. ART. 21°","Propone modificar el articulo 21° de la Ley N° 26859, Ley Organica de Elecciones, establece la creacion del Distrito Electoral Especial, para ciudadanos residentes en el extranjero.","","","En comision",2010-01-12,"Constitucion y Reglamento,Relaciones Exteriores","SI",9,0,"2006-2011",-45.1428571428571
"9438","Multipartidario",2010-11-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4502,"Congreso","Grupo Parlamentario Nacionalista","UNIVERSIDAD NACIONAL DE “LONYA GRANDE”, AMAZONAS/CREA LA ..","Propone crear la Universidad Nacional de “Lonya Grande”, como persona juridica de derecho publico interno, con sede en el distrito de Lonya Grande, provincia de Utcubamba, departamento de Amazonas.","","","En comision",2010-01-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-45.1428571428571
"9440","Multipartidario",2010-11-23,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4500,"Congreso","Grupo Parlamentario Nacionalista","PROGRAMA DE REPARACIONES ECONOMICAS/ CREA EL ..","Propone crear el Programa de Reparaciones Economicas a favor de los Ex Combatientes que participaron en los conflictos belicos con el Ecuador, en los anos 1978, 1981 y 1995, reconocidos por el Estado peruano mediante Ley N° 29562.","","","En comision",2010-01-12,"Economia  Banca  Finanzas e Inteligencia Financiera,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",7,0,"2006-2011",-45
"9500","Bloque Popular",2010-11-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4440,"Congreso","Bloque Popular-Compromiso Democratico","UNIVERSITARIA:L.23733/ MODF. ART. 99°, INCORPORA ESCUELA FORM. ART. PUBL. “EDUARDO MEZA SARAVIA”, UCAYALI","Propone modificar el articulo 99° de la Ley N° 23733, Ley Universitaria, incorpora a la Escuela de Formacion Artistica Publica “Eduardo Meza Saravia” de Ucayali.","","","En comision",2010-09-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","NO",6,0,"2006-2011",-7.85714285714286
"9502","Alianza por el Futuro",2010-11-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4438,"Congreso","Grupo Fujimorista","IMPUESTO GENERAL A LAS VENTAS/EXONERACION EMPRESAS DE TRANSF. FONDOS","Propone exonerar del Impuesto General a las Ventas a las empresas dedicadas a las transferencias de fondos.","","","En comision",2010-09-11,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",5,0,"2006-2011",-7.85714285714286
"9503","Partido Aprista Peruano",2010-11-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4437,"Congreso","PARTIDO APRISTA PERUANO","UNIVERSITARIA:L.23733/ MODF. ART. 99°, INCORPORA INST. SUP. PEDAG. CAJAMARCA","Propone modificar el articulo 99° de la Ley N° 23733, Ley Universitaria, incorporan en sus alcances a los Institutos Superiores Pedagogicos del departamento de Cajamarca.","","","En comision",2010-08-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",10,0,"2006-2011",-12.1428571428571
"9505","Multipartidario",2010-11-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4435,"Congreso","Multipartidario","DECRETO LEGISLATIVO 1031/MODIFICA ART.12° DEL....","Propone modificar el articulo 12° del Decreto Legislativo N° 1031, Ley que Promueve la Eficiencia de la Actividad Empresarial del Estado, limita hasta un maximo del 20% del capital social en el Registro Publico del Mercado de Valores.","","","En comision",2010-09-11,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",11,0,"2006-2011",-7.71428571428571
"9508","Partido Aprista Peruano",2010-11-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4432,"Congreso","PARTIDO APRISTA PERUANO","REFORMA CONST./201° MAGISTRADOS TRIB. CONSTITUCIONAL","Propone Reglamento Especial para la Eleccion de Magistrados del Tribunal Constitucional.","","","En comision",2010-08-11,"Constitucion y Reglamento,Justicia y Derechos Humanos","SI",8,0,"2006-2011",-12.1428571428571
"9510","Multipartidario",2010-11-04,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4430,"Congreso","Alianza Nacional","SERVICIOS PUBLICOS/CONTINUIDAD EN FERIADOS Y HORARIO NOCTURNO","El presente tiene por objeto la continuidad de los servicios publicos de saneamiento, telecomunicaciones, energia electrica y gas natural durante los dias feriados y en los dias laborales en horario nocturno.","","","En comision",2010-09-11,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",6,0,"2006-2011",-7.71428571428571
"9520","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4420,"Congreso","Multipartidario","CONVENIOS SUSCRITOS CON ORGANISMO INTERNACIONALES/FACULTADES DE CONTROL","Propone una Ley que otorga facultades de control respecto a los Convenios suscritos por entidades del Sector Publico con Organismos Internacionales.","","","Dictamen",2010-02-12,"Fiscalizacion y Contraloria","NO",8,0,"2006-2011",-36.8571428571429
"9521","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4419,"Congreso","Grupo Parlamentario Nacionalista","INSTITUCION EDUCATIVA SECUNDARIA “TORIBIO RODRIGUEZ DE MENDOZA, AMAZONAS/COLEGIO EMBLEMATICO","Declara Ciolegio Emblematico a la Institucion Educativa Secundaria “Toribio Rodriguez de Mendoza”, de la provincia del mismo nombre, del departamento de Amazonas","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9522","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4418,"Congreso","Grupo Parlamentario Nacionalista","COLEGIO NAC. MIXTO “MANUEL ANTONIO MESONES MURO”, BAGUA, AMAZONAS/COLEGIO EMBLEMATICO","Declara Colegio Emblematico al Colegio Nacional Mixto “Manuel Antonio Mesones Muro” de la provincia de Bagua, departamento de Amazonas.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9523","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4417,"Congreso","Grupo Parlamentario Nacionalista","INSTITUCION EDUCATIVA “ALONSO DE ALVARADO”, BAGUA GRANDE, AMAZONAS/COLEGIO EMBLEMATICO","Declara Colegio Emblematico a la Institucion Educativa Secundaria “Alonso de Alvarado” de Bagua Grande, de la provincia de Uctubamba, del departamento de Amazonas.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9524","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4416,"Congreso","Grupo Parlamentario Nacionalista","INSTITUCION EDUCATIVA SECUND. “PABLO VISALOT”, BONGARA, AMAZONAS/COLEGIO EMBLEMATICO","Declara Colegio Emblematico a la Institucion Educativa Secundaria “Pablo Visalot”de la provincia de Bongara, departamento de Amazonas.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9525","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4415,"Congreso","Grupo Parlamentario Nacionalista","INSTITUCION EDUCATIVA “TORIBIO RODRIGUEZ DE MENDOZA”, BAGUA, AMAZONAS/COLEGIO EMBLEMATICO","Declara Colegio Embelmatico a la Institucion Educatica Inicial, primaria, Secundaria de menores Agropecuario “Toribio Rodriguez de Mendoza”, de la provincia de Bagua, departamento de Amazonas.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",6,0,"2006-2011",-33
"9526","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4414,"Congreso","Grupo Parlamentario Nacionalista","INSTITUCION EDUCATIVA “VIRGE ASUNTA”, CHACHAPOYAS, AMAZONAS/COLEGIO EMBLEMATICO","Declara Colegio Emblematico a la Institucion Educativa “Virgen Asunta” de la provincia de Chachapoyas, departamento de Amazonas.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9529","Frente de Centro",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4411,"Congreso","Alianza Parlamentaria","DECRETO SUPREMO N° 017-93-JUS/MODIFICA ELECC. PDTE. CORTE SUPREMA Y SUP.","Propone modificar el articulo 74° del Texto unico Ordenado de la Ley Organica del Poder Judicial, aprobado por Decreto Supremo N° 017-93-JUS, sobre la elccion del Presidente de la Corte Suprema de Justicia y de los Presidentes de las Cortes Superiores.","","","En comision",2010-04-11,"Justicia y Derechos Humanos","SI",4,0,"2006-2011",-28.5714285714286
"9530","Partido Aprista Peruano",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4410,"Congreso","PARTIDO APRISTA PERUANO","SEGURIDAD CIUDADANA L.27933/SISTEMA DE SEGURIDAD CIUDADANA","Propone modificar articulos de la Ley N° 27933, Ley del sistema Nacional de Seguridad Ciudadana, a fin de complementar y fortalecer las funciones del Sistema Nacional de Seguridad Ciudana.","","","En comision",2010-04-11,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",7,0,"2006-2011",-28.5714285714286
"9531","Partido Aprista Peruano",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4409,"Congreso","PARTIDO APRISTA PERUANO","SEGURIDAD PRIVADA L.28879/MODIFICA ARTICULO","Propone modificar la Ley N° 28879, Ley de Servicios de Seguridad Privada, permite que el Ministerio del Interior pueda desarrollar la capacitacion. a traves de DISCAMEC o traves de instituciones publicas o privadas,  de los servicios de vigilancia privada.","","","En comision",2010-04-11,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",7,0,"2006-2011",-28.5714285714286
"9533","",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4407,"Poder Ejecutivo","","CODIGO:PENAL Y DE EJECUCION PENAL/ MODIFICA ARTICULOS","Propone modificar los articulos 46-B y 46-C del Codigo Penal y el articulo 46 del Codigo de Ejecucon Penal, sobre los supuestos en los que reincidencia y la habitualidad del que incurre en nuevo delito doloso, supone un aumento de la pena; asi como los casos especiales de redencion.","","","En comision",2010-04-11,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-28.5714285714286
"9535","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4405,"Congreso","Multipartidario","CODIGO: PROCESAL CIVIL Y CODIGO CIVIL/MODIFICA ARTICULOS","Propone incorporar el articulo 425-A, deroga el inciso 4) del articulo 438° del Codigo Procesal Civil y modifica el articulo 1996° del Codigo Civil.","","","En comision",2010-04-11,"Justicia y Derechos Humanos","SI",9,0,"2006-2011",-28.5714285714286
"9537","Multipartidario",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4403,"Congreso","Alianza Nacional","SEGURIDAD CIUDADANA L.27933, MODIFICA ARTICULOS","Propone modificar los articulos 7°, 11°, 12° y 13° de la Ley N° 27933, Ley del Sistema Nacional de Seguridad Ciudadana, modificada por la Ley N° 28863, que lograra el real funcionamiento del Consejo Nacional de Seguridad Ciudadana y establece responsabilidades para las autoridades que no participen en las sesiones.","","","En comision",2010-04-11,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",6,31,"2006-2011",-28.5714285714286
"9538","Grupo Parlamentario Nacionalista",2010-10-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4402,"Congreso","Grupo Parlamentario Nacionalista","COLEGIO EMBLEMATICO “SABIO ANTONIO RAIMONDI” HUARAZ/DECLARA...","Propone declarar Colegio Emblematico a la Institucion Educativa “Sabio Antonio Raimondi” de Huaraz.","","","En comision",2010-03-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",7,0,"2006-2011",-33
"9539","Multipartidario",2010-10-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4401,"Congreso","No Agrupados","PERSONAL L.24041/INCORPORA","Ley que incorpora al personal contratado por el Estado bajo los regimenes de Servicios No Personales  y  Contratacion Administrativa de Servicios (CAS) en la Ley N° 24041.","","","En comision",2010-04-11,"Trabajo,Economia  Banca  Finanzas e Inteligencia Financiera","SI",3,0,"2006-2011",-28.4285714285714
"9635","Multipartidario",2010-09-14,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4305,"Congreso","Multipartidario","ESPECTRO NORMATIVO PERUANO/PROCESO DE CONSOLIDACION DEL....","Comision Especial Multipartidaria encargada del Ordenamiento Legislativo, que propone el proyecto de Ley que continua el Proceso de consolidacion del Espectro Normativo Peruano.","Ley Nº: 29629","LEY QUE CONTINuA EL PROCESO DE CONSOLIDACIoN DEL ESPECTRO NORMATIVO PERUANO: SE DECLARA LA NO PERTENENCIA AL ORDENAMIENTO JURiDICO VIGENTE DE NORMAS CON RANGO DE LEY QUE DISPUSIERON MEDIDAS EXCLUSIVAMENTE DE CARaCTER PRESUPUESTAL Y QUE APROBARON LA CUENTA GENERAL DE LA REPuBLICA","Publicado El Peruano",2010-09-12,"Justicia y Derechos Humanos","SI",5,0,"2006-2011",-0.285714285714286
"9655","Partido Aprista Peruano",2010-09-06,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4285,"Congreso","PARTIDO APRISTA PERUANO","ANCASH-MORO/RECONOCIMIENTO DEL PISCO DENOM.ORIGEN DIST.DE...","Propone modificar el articulo 1° de la Ley num. 26426, incorporando al distrito de Moro, provincia del Santa, departamento de Ancash, en el reconocimiento oficial al pisco como denominacion de origen.","","","Dictamen Negativo",2010-03-12,"Comercio Exterior y Turismo,Produccion y Micro y Pequena Empresa y Cooperativas","NO",7,0,"2006-2011",-25.4285714285714
"9666","Alianza por el Futuro",2010-09-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4274,"Congreso","Grupo Fujimorista","SOCIEDADES L.26887/MODIFICA ART.117°, 119° DE LA LEY GENERAL DE...","Propone modificar los articulos 117° y 119° de la Ley num. 26887, Ley General de Sociedades, modificada por Ley num. 29560, referente a la alternativa que se pueda convocar notarialmente a junta general.","","","Dictamen",2010-04-11,"Justicia y Derechos Humanos","SI",6,0,"2006-2011",-20.5714285714286
"9729","Multipartidario",2010-08-17,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4211,"Congreso","Grupo Parlamentario Nacionalista","SUNASS/MODIFICA REGLAMENTO GENERAL DE LA...","Propone modificar el articulo 1° del Decreto Supremo num. 017-2001-PCM que aprueba el Reglamento General de la SUNASS, referente al servicio de saneamiento.","","","Archivo",2010-05-10,"Defensa del Consumidor y Organismos Reguladores de los Servicios Publicos","SI",9,0,"2006-2011",-14.1428571428571
"9760","",2010-07-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2010",4180,"Poder Ejecutivo","","VIAJE PRESIDENCIAL/REPUBLICA DE COLOMBIA TRANSMISION DE MANDO","Propone autorizar al Presidente de la Republica, a salir del territorio nacional los dias 6 y 7 de agosto del presente ano, con el objeto de viajar a la Republica de Colombia a fin de participar en las ceremonias de transmision de mando en que asumira la Presidencia de la Republica de ese hermano pais el senor Juan Manuel Santos Calderon.","Resolucion Legislativa Nº: 29567","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA PARA SALIR DEL TERRITORIO NACIONAL LOS DiAS 6 Y 7 DE AGOSTO DE 2010","Publicado El Peruano",2010-05-08,"","",NA,0,"2006-2011",-11.4285714285714
"9795","",2010-06-23,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4145,"Registro Nacional de Identificacion y Estado Civil","","CODIGO PROCESAL CIVIL 826/INSCRIPCION EXTEMPORANEA MATRIMONIO","Propone modificar el articulo 826° del Codigo Procesal Civil, referente a establecer el procedimiento de inscripcion de matrimonio celebrado en el extranjero y acta de defuncion.","","","En comision",2010-02-07,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-19.4285714285714
"9810","Grupo Parlamentario Nacionalista",2010-06-18,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4130,"Congreso","Grupo Parlamentario Nacionalista","VIVIENDA/MODIFICA ART.35° D.S.032-2008 VALORIZACION DE INMUEBLES","Propone modificar el articulo 35° del Decreto Supremo num. 032-2008-VIVIENDA, restableciendo el valor comercial como valor referencial para las transferencias de predios rurales del Estado.","","","Archivo",2010-06-12,"Vivienda y Construccion","SI",8,0,"2006-2011",-0.857142857142857
"9857","Unidad Nacional",2010-06-09,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",4083,"Congreso","Unidad Nacional","CODIGO NINOS ADOLESC./AMPLIA PLAZO COM.ESPECIAL REVISORA DEL....","Propone prorrogar el plazo a que se refiere el articulo 2° de la ley num. 28914, Ley que crea la Comision Especial Revisora del Codigo de los Ninos y Adolescentes, por ciento ochenta dias a partir del 31 de julio de 2010.","Ley Nº: 29551","LEY QUE PRORROGA EL PLAZO DE VIGENCIA DE LA COMISIoN ESPECIAL REVISORA DEL CoDIGO DE LOS NInOS Y ADOLESCENTES","Publicado El Peruano",2010-03-07,"Justicia y Derechos Humanos","SI",7,0,"2006-2011",-13.4285714285714
